object_name,luminosity,star_color,koi_pdisposition,koi_disposition
OBJECT NAME WASN'T RECORDED,1.1014782582143887e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.523061622306098e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.538452823661651e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.8905480555194025e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.7884772692275319e+28,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,5.7052229079155586e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.7912944958795848e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.113031628672307e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.930465005284174e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.7979228246081048e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.056207705873614e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-342 c,1.0162657208074593e+27,Yellow-white,CANDIDATE,CONFIRMED
Kepler-1513 b,3.830543476896794e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1657 b,3.778592935068962e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-1514 b,7.208204938012467e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.9312109628448297e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,5.0204325432659815e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.225662251271463e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1119948327180263e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5602130425566636e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.0100532798609383e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.927375658059855e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.0515319581146789e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-1521 b,1.138230103585173e+26,Orange,CANDIDATE,CONFIRMED
Kepler-1073 d,3.95626237720554e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-1929 b,8.363819853361101e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.1421879044270231e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.7155234490115734e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1528 b,4.580831723535449e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.448543067174371e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.8684571126052952e+25,Orange,CANDIDATE,CANDIDATE
Kepler-1514 c,7.208204938012467e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1515 b,1.1135530248420633e+27,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,5.169736986670286e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.10984263793582e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1516 b,4.10984263793582e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.6880591822122086e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.704032903043751e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.950738899345046e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.044981846553558e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.511065757131107e+25,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.1619938903464834e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.199280016412926e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.829702882541071e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.0239706643036557e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.6470265514755718e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.069993430538847e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.587645262002874e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.4022861790167756e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.7884772692275319e+28,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,7.376479035457359e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.7717578028932572e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1529 b,1.1178479640767737e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.09462814765754e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-343 c,7.408759610005885e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.718811072783948e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.0193825518446835e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1577915777857992e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.0178037943440873e+27,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.9582305444892848e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-351 d,2.501143794667724e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-1519 b,7.271965274158245e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,4.574775354814537e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.2828540997148322e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.850271174497373e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.070343957447457e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.532066613042305e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.266334952792428e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.140511072038062e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.314264602627713e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.5995956264829643e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-1530 d,6.086056664321121e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-1530 b,6.086056664321121e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-1530 c,6.086056664321121e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,7.255279632156173e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.9756919970262857e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1377807497309296e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.8578777186230822e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,8.94910765411438e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.733038727637813e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.870859886207403e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.691440677605996e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5635353074343613e+26,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.3709818812985235e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.938507169380343e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.123184285375844e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.653047465560018e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,3.0599743127088287e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.2631250247942466e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.4282346668119786e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-1522 b,2.6970206313882354e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.0202522218618578e+25,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.2083629101100535e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.4426518116472838e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.195374359583287e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.4176551581263426e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.3799101664294615e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1031 b,7.277509846691132e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.6929174054400343e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.772840324865693e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.723208406806948e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1744376268210241e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-352 d,1.5121125234429885e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.12293876181744e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.8856712389653246e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.0697396410225114e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.264348737884585e+28,White,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.267159831687806e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.5445253463779104e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.260402276929467e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1108665255116309e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.1966872394628494e+26,Orange,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,4.6970145041362543e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.694112882957235e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.0032856793753805e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-154 e,3.403630588880621e+26,Yellow,CANDIDATE,CONFIRMED
Kepler-1090 b,2.856231037785348e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.0134874531958592e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.32141681189962e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,7.141533016773638e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.7297252363120903e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.0578162721312907e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.792188295784882e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.2546478430670256e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.9851203017284503e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.341950611331576e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.9549273021258155e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.497293639184728e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.3207374544540387e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.6173635887674384e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.929963078866414e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.558954992977937e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1531 b,1.8288189627979052e+27,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.067169224079051e+29,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.9699058782515044e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.519088931006465e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.9130124318880015e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
Kepler-1093 c,9.383352254873338e+26,Yellow-white,CANDIDATE,CONFIRMED
Kepler-1038 c,1.6466982846224443e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,7.477966796152431e+27,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.27073088666084e+26,Yellow-white,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,1.257822300672581e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.3236595184447185e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.781304181628008e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.166315091731314e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5121125234429885e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,7.394976756377576e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,9.641380815307482e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.2302269028267667e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.8705382845903215e+26,Yellow,CANDIDATE,CANDIDATE
OBJECT NAME WASN'T RECORDED,2.558954992977937e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5404874719208042e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5601939382650113e+26,Yellow,CANDIDATE,CANDIDATE
Kepler-1698 b,1.24579480881922e+26,Orange,CANDIDATE,CONFIRMED
Kepler-2001 b,1.3628367537361753e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.24579480881922e+26,Orange,CANDIDATE,CANDIDATE
Kepler-332 d,1.0807139864568573e+26,Orange,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,2.1368011063303073e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.119674783171774e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.9632206710744404e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.6299220309680555e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.2346391092596918e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.242095283951223e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.86404739427069e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,8.646211241272926e+28,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.1930717526580135e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.6362319127163964e+29,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.37905794193099e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.905503008783906e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-460 b,1.0812468910629293e+27,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,7.046765436770082e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.1866021803210304e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.5597916193865074e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
Kepler-1523 b,2.4719290365952445e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,6.440077396360763e+27,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.6405255021077086e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.635485408608706e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.849257468143951e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.4231368761456017e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.3002151774352908e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.8543032951679764e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-335 c,1.351762271916622e+27,Yellow,CANDIDATE,CONFIRMED
Kepler-347 c,7.100175493062902e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,1.3713407476098228e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.918869227102408e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.0597779965189584e+26,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,4.950156268057784e+25,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-1520 b,6.438712968079877e+25,Orange,CANDIDATE,CONFIRMED
Kepler-1065 c,2.6817878819150915e+26,Yellow,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,8.992503256754052e+29,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.09630401053415e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.698005571936915e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.408969499743066e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.006174953897472e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.8568226362718205e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.825230160520407e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,5.455636771802175e+27,Orange,FALSE POSITIVE,FALSE POSITIVE
Kepler-1085 b,4.772840324865693e+26,Yellow-white,CANDIDATE,CONFIRMED
OBJECT NAME WASN'T RECORDED,3.41293593282556e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,6.202862675329251e+26,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.290173341867655e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,3.6418950064080455e+26,Yellow,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,1.7123150915373974e+28,White,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,,Red,FALSE POSITIVE,FALSE POSITIVE
OBJECT NAME WASN'T RECORDED,2.7102212446253466e+27,Yellow-white,FALSE POSITIVE,FALSE POSITIVE
